shot_seq,base_name,timestamp_precise,time_gap,SequenceNumber,file_types,has_jpg,has_raw,total_file_size,DateTimeOriginal,subsec,ExposureTime,FNumber,ISO,ExposureCompensation,ExposureMode,ExposureProgram,FocalLength,FocusMode,FocusDistance2,Orientation,LensModel,Model,ReleaseMode2,burst_id,burst_method,burst_size,burst_position,burst_original_size,burst_complete,burst_type,burst_group,file_number
213,A1205794,2025-09-27T13:35:40Z,7.9100000858306885,0,JPG+RAW,TRUE,TRUE,76768842,2025:09:27 13:35:37,347,0.00125,6.3,320,0,1,1,80,3,2.64,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:35:37,datetime_original,1,1,1,TRUE,quick_succession,177,1205794
214,A1205793,2025-09-27T13:35:43Z,3.0199999809265137,0,JPG+RAW,TRUE,TRUE,77050366,2025:09:27 13:35:35,849,0.00125,6.3,320,0,1,1,81,3,2.78775764405186,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:35:35,datetime_original,1,1,1,TRUE,quick_succession,178,1205793
215,A1205796,2025-09-27T13:36:35Z,52.34999990463257,0,JPG+RAW,TRUE,TRUE,79440471,2025:09:27 13:36:30,584,0.00125,6.3,1250,0,1,1,150,3,32.4404223457426,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:36:30,datetime_original,1,1,1,TRUE,quick_succession,179,1205796
216,A1205795,2025-09-27T13:36:38Z,2.330000162124634,0,JPG+RAW,TRUE,TRUE,80106572,2025:09:27 13:36:29,917,0.00125,6.3,1250,0,1,1,150,3,33.8700414791673,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:36:29,datetime_original,1,1,1,TRUE,quick_succession,180,1205795
217,A1205798,2025-09-27T13:36:43Z,5.259999990463257,0,JPG+RAW,TRUE,TRUE,105883142,2025:09:27 13:36:41,243,0.00125,6.3,1600,0,1,1,50,3,53.5168176602836,8,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:36:41,datetime_original,2,1,2,TRUE,quick_succession,181,1205798
218,A1205797,2025-09-27T13:36:43Z,0.009999990463256836,0,JPG+RAW,TRUE,TRUE,102972644,2025:09:27 13:36:37,644,0.00125,6.3,1000,0,1,1,50,3,47.0006070120792,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:36:37,datetime_original,1,1,1,TRUE,quick_succession,182,1205797
219,A1205799,2025-09-27T13:36:47Z,4.200000047683716,0,JPG+RAW,TRUE,TRUE,103792151,2025:09:27 13:36:41,664,0.00125,6.3,1600,0,1,1,50,3,55.8839959124612,8,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:36:41,datetime_original,2,2,2,TRUE,quick_succession,181,1205799
220,A1205800,2025-09-27T13:38:18Z,90.6399998664856,0,JPG+RAW,TRUE,TRUE,78501001,2025:09:27 13:38:14,428,0.00125,6.3,1000,0,1,1,130,3,7.75947363946286,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:38:14,datetime_original,2,1,2,TRUE,quick_succession,183,1205800
221,A1205801,2025-09-27T13:38:22Z,3.75,0,JPG+RAW,TRUE,TRUE,78473664,2025:09:27 13:38:14,803,0.00125,6.3,1000,0,1,1,130,3,8.09725929541213,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:38:14,datetime_original,2,2,2,TRUE,quick_succession,183,1205801
222,A1205802,2025-09-27T13:39:39Z,77.60000014305115,0,JPG+RAW,TRUE,TRUE,75167975,2025:09:27 13:39:38,163,0.00125,6.3,1000,0,1,1,129,3,1.161,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:39:38,datetime_original,1,1,1,TRUE,quick_succession,184,1205802
223,A1205803,2025-09-27T13:40:23Z,43.50999999046326,0,JPG+RAW,TRUE,TRUE,92834381,2025:09:27 13:40:20,314,0.00125,6.3,3200,0,1,1,130,3,47.1950273557766,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:40:20,datetime_original,2,1,2,TRUE,quick_succession,185,1205803
224,A1205805,2025-09-27T13:40:25Z,2.7899999618530273,0,JPG+RAW,TRUE,TRUE,107843885,2025:09:27 13:40:25,93,0.00125,6.3,2500,0,1,1,50,3,26.7834088301418,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:40:25,datetime_original,1,1,1,TRUE,quick_succession,186,1205805
225,A1205804,2025-09-27T13:40:29Z,3.559999942779541,0,JPG+RAW,TRUE,TRUE,92433324,2025:09:27 13:40:20,949,0.00125,6.3,2500,0,1,1,130,3,47.1950273557766,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:40:20,datetime_original,2,2,2,TRUE,quick_succession,185,1205804
226,A1205806,2025-09-27T13:40:43Z,14.049999952316284,0,JPG+RAW,TRUE,TRUE,98567763,2025:09:27 13:40:37,654,0.00125,6.3,640,0,1,1,50,3,60.9374042881393,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:40:37,datetime_original,1,1,1,TRUE,quick_succession,187,1205806
227,A1205807,2025-09-27T13:41:46Z,62.640000104904175,0,JPG+RAW,TRUE,TRUE,104918643,2025:09:27 13:41:45,118,0.00125,6.3,640,0,1,1,50,3,26.7834088301418,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:41:45,datetime_original,1,1,1,TRUE,quick_succession,188,1205807
228,A1205808,2025-09-27T13:41:46Z,0.14999985694885254,0,JPG+RAW,TRUE,TRUE,104196027,2025:09:27 13:41:46,33,0.00125,6.3,640,0,1,1,50,3,34.7189420015845,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:41:46,datetime_original,1,1,1,TRUE,quick_succession,189,1205808
229,A1205809,2025-09-27T13:46:20Z,273.9500000476837,0,JPG+RAW,TRUE,TRUE,91498195,2025:09:27 13:46:18,228,0.00125,6.3,250,-2.3,1,1,50,3,33.2490925990658,8,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:46:18,datetime_original,2,1,2,TRUE,quick_succession,190,1205809
230,A1205811,2025-09-27T13:46:20Z,0.13000011444091797,0,JPG+RAW,TRUE,TRUE,91096221,2025:09:27 13:46:19,141,0.00125,6.3,250,-2.3,1,1,50,3,34.7189420015845,8,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:46:19,datetime_original,3,1,3,TRUE,quick_succession,191,1205811
231,A1205810,2025-09-27T13:46:24Z,3.8499999046325684,0,JPG+RAW,TRUE,TRUE,91759600,2025:09:27 13:46:18,626,0.00125,6.3,250,-2.3,1,1,50,3,30.4937021440697,8,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:46:18,datetime_original,2,2,2,TRUE,quick_succession,190,1205810
232,A1205812,2025-09-27T13:46:25Z,0.8199999332427979,0,JPG+RAW,TRUE,TRUE,91360252,2025:09:27 13:46:19,608,0.00125,6.3,250,-2.3,1,1,50,3,34.7189420015845,8,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:46:19,datetime_original,3,2,3,TRUE,quick_succession,191,1205812
233,A1205813,2025-09-27T13:46:28Z,3.0299999713897705,0,JPG+RAW,TRUE,TRUE,91896819,2025:09:27 13:46:19,911,0.00125,6.3,250,-2.3,1,1,50,3,29.2029890497713,8,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:46:19,datetime_original,3,3,3,TRUE,quick_succession,191,1205813
234,A1205814,2025-09-27T13:48:19Z,111.45000004768372,0,JPG+RAW,TRUE,TRUE,75425750,2025:09:27 13:48:16,356,0.00125,6.3,100,-2.3,1,1,50,3,4.19988657488323,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:48:16,datetime_original,1,1,1,TRUE,quick_succession,192,1205814
235,A1205815,2025-09-27T13:48:24Z,4.930000066757202,0,JPG+RAW,TRUE,TRUE,75245056,2025:09:27 13:48:17,749,0.00125,6.3,100,-2.3,1,1,50,3,3.85546276800871,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:48:17,datetime_original,1,1,1,TRUE,quick_succession,193,1205815
236,A1205816,2025-09-27T13:48:51Z,26.72000002861023,0,JPG+RAW,TRUE,TRUE,104645891,2025:09:27 13:48:51,21,0.00125,6.3,1600,0,1,1,50,3,12.85,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:48:51,datetime_original,1,1,1,TRUE,quick_succession,194,1205816
237,A1205817,2025-09-27T13:49:01Z,9.940000057220459,0,JPG+RAW,TRUE,TRUE,103802231,2025:09:27 13:48:57,415,0.00125,6.3,1250,0,1,1,50,3,30.4937021440697,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:48:57,datetime_original,1,1,1,TRUE,quick_succession,195,1205817
238,A1205818,2025-09-27T13:49:08Z,7.579999923706055,0,JPG+RAW,TRUE,TRUE,87541306,2025:09:27 13:49:04,473,0.00125,6.3,640,-1,1,1,50,3,22.5300276527782,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:49:04,datetime_original,1,1,1,TRUE,quick_succession,196,1205818
239,A1205819,2025-09-27T13:49:16Z,7.4100000858306885,0,JPG+RAW,TRUE,TRUE,87710856,2025:09:27 13:49:11,514,0.00125,6.3,1000,-1,1,1,50,3,4.98507464130541,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:49:11,datetime_original,1,1,1,TRUE,quick_succession,197,1205819
240,A1205821,2025-09-27T13:51:01Z,105.54999995231628,0,JPG+RAW,TRUE,TRUE,84551030,2025:09:27 13:50:59,269,0.00125,6.3,250,-1,1,1,67,3,50.7280441103086,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:50:59,datetime_original,1,1,1,TRUE,quick_succession,198,1205821
241,A1205820,2025-09-27T13:51:02Z,0.3599998950958252,0,JPG+RAW,TRUE,TRUE,83383958,2025:09:27 13:50:57,505,0.00125,6.3,250,-1,1,1,109,3,79.0334304889177,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:50:57,datetime_original,1,1,1,TRUE,quick_succession,199,1205820
242,A1205822,2025-09-27T13:51:37Z,35.24000000953674,0,JPG+RAW,TRUE,TRUE,84786310,2025:09:27 13:51:28,929,0.00125,6.3,1600,-1,1,1,67,3,1.7934456358496,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:51:28,datetime_original,1,1,1,TRUE,quick_succession,200,1205822
243,A1205825,2025-09-27T13:52:18Z,41.30999994277954,0,JPG+RAW,TRUE,TRUE,93203586,2025:09:27 13:52:17,160,0.00125,6.3,1600,-1,1,1,67,3,9.41919431533725,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:52:17,datetime_original,2,1,2,TRUE,quick_succession,201,1205825
244,A1205824,2025-09-27T13:52:19Z,0.820000171661377,0,JPG+RAW,TRUE,TRUE,91434593,2025:09:27 13:52:16,342,0.00125,6.3,1600,-1,1,1,67,3,9.0226919580975,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:52:16,datetime_original,1,1,1,TRUE,quick_succession,202,1205824
245,A1205823,2025-09-27T13:52:19Z,0.18999981880187988,0,JPG+RAW,TRUE,TRUE,93294840,2025:09:27 13:52:11,861,0.00125,6.3,1600,-1,1,1,67,3,9.41919431533725,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:52:11,datetime_original,1,1,1,TRUE,quick_succession,203,1205823
246,A1205827,2025-09-27T13:52:20Z,0.5400002002716064,0,JPG+RAW,TRUE,TRUE,93803012,2025:09:27 13:52:18,215,0.00125,6.3,1600,-1,1,1,67,3,9.83325133167339,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:52:18,datetime_original,1,1,1,TRUE,quick_succession,204,1205827
247,A1205826,2025-09-27T13:52:22Z,2.119999885559082,0,JPG+RAW,TRUE,TRUE,93301278,2025:09:27 13:52:17,527,0.00125,6.3,1600,-1,1,1,67,3,10.2656402182633,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:52:17,datetime_original,2,2,2,TRUE,quick_succession,201,1205826
248,A1205828,2025-09-27T13:53:54Z,92.6100001335144,0,JPG+RAW,TRUE,TRUE,72546249,2025:09:27 13:53:54,88,0.00125,6.3,800,-1,1,1,70,3,1.87374917178316,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 13:53:54,datetime_original,1,1,1,TRUE,quick_succession,205,1205828
249,A1205829,2025-09-27T13:54:40Z,45.609999895095825,0,JPG+RAW,TRUE,TRUE,95821323,2025:09:27 13:54:40,49,0.00125,6.3,1000,-1,1,1,124,3,2.6969296764276,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:54:40,datetime_original,1,1,1,TRUE,quick_succession,206,1205829
250,A1205830,2025-09-27T13:55:08Z,27.69000005722046,0,JPG+RAW,TRUE,TRUE,99173305,2025:09:27 13:54:59,918,0.00125,6.3,4000,-1,1,1,50,3,39.5305971304433,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:54:59,datetime_original,1,1,1,TRUE,quick_succession,207,1205830
251,A1205831,2025-09-27T13:55:08Z,0.31999993324279785,0,JPG+RAW,TRUE,TRUE,94079429,2025:09:27 13:55:03,550,0.00125,6.3,2000,-1,1,1,50,3,9.50168733401279,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:55:03,datetime_original,1,1,1,TRUE,quick_succession,208,1205831
252,A1205832,2025-09-27T13:55:24Z,15.77999997138977,0,JPG+RAW,TRUE,TRUE,84386877,2025:09:27 13:55:20,428,0.00125,6.3,3200,-1,1,1,150,3,1.70620746558121,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:55:20,datetime_original,1,1,1,TRUE,quick_succession,209,1205832
253,A1205834,2025-09-27T13:55:45Z,21.069999933242798,0,JPG+RAW,TRUE,TRUE,70965525,2025:09:27 13:55:45,35,0.00125,6.3,1000,-1,1,1,122,3,1.14121121164916,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:55:45,datetime_original,1,1,1,TRUE,quick_succession,210,1205834
254,A1205833,2025-09-27T13:55:49Z,4.5,0,JPG+RAW,TRUE,TRUE,71009856,2025:09:27 13:55:44,585,0.00125,6.3,1000,-1,1,1,122,3,1.18633554708129,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:55:44,datetime_original,1,1,1,TRUE,quick_succession,211,1205833
255,A1205836,2025-09-27T13:56:27Z,37.78000020980835,0,JPG+RAW,TRUE,TRUE,84417487,2025:09:27 13:56:25,263,0.00125,6.3,2500,-1,1,1,150,3,153.75,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:56:25,datetime_original,1,1,1,TRUE,quick_succession,212,1205836
256,A1205837,2025-09-27T13:56:29Z,1.9499998092651367,0,JPG+RAW,TRUE,TRUE,81051715,2025:09:27 13:56:26,358,0.00125,6.3,2000,-1,1,1,150,3,129.311689382971,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:56:26,datetime_original,1,1,1,TRUE,quick_succession,213,1205837
257,A1205835,2025-09-27T13:56:31Z,2.0900001525878906,0,JPG+RAW,TRUE,TRUE,82011023,2025:09:27 13:56:24,767,0.00125,6.3,2000,-1,1,1,150,3,153.75,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:56:24,datetime_original,1,1,1,TRUE,quick_succession,214,1205835
258,A1205838,2025-09-27T13:57:05Z,34.27999997138977,0,JPG+RAW,TRUE,TRUE,81993349,2025:09:27 13:56:56,995,0.00125,6.3,1250,-1,1,1,81,3,56.2446860425668,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:56:56,datetime_original,1,1,1,TRUE,quick_succession,215,1205838
259,A1205839,2025-09-27T13:57:26Z,20.329999923706055,0,JPG+RAW,TRUE,TRUE,78434870,2025:09:27 13:57:23,328,0.00125,6.3,2500,-1,1,1,150,3,1.51654636170803,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:57:23,datetime_original,1,1,1,TRUE,quick_succession,216,1205839
260,A1205840,2025-09-27T13:57:40Z,13.850000143051147,0,JPG+RAW,TRUE,TRUE,80595546,2025:09:27 13:57:32,813,0.00125,6.3,2500,-1,1,1,129,3,0.996805100541833,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:57:32,datetime_original,1,1,1,TRUE,quick_succession,217,1205840
261,A1205841,2025-09-27T13:57:42Z,2.0299999713897705,0,JPG+RAW,TRUE,TRUE,80326594,2025:09:27 13:57:33,916,0.00125,6.3,2500,-1,1,1,129,3,0.996805100541833,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:57:33,datetime_original,1,1,1,TRUE,quick_succession,218,1205841
262,A1205842,2025-09-27T13:58:22Z,39.86999988555908,0,JPG+RAW,TRUE,TRUE,89044189,2025:09:27 13:58:22,3,0.00125,6.3,1600,-1,1,1,81,3,117.381529717474,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:58:22,datetime_original,1,1,1,TRUE,quick_succession,219,1205842
263,A1205844,2025-09-27T13:58:43Z,21.490000009536743,0,JPG+RAW,TRUE,TRUE,95115981,2025:09:27 13:58:41,252,0.00125,7.1,2000,-1,1,1,82,3,95.7038040832499,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:58:41,datetime_original,1,1,1,TRUE,quick_succession,220,1205844
264,A1205843,2025-09-27T13:58:49Z,5.799999952316284,0,JPG+RAW,TRUE,TRUE,95581671,2025:09:27 13:58:40,932,0.00125,7.1,2000,-1,1,1,82,3,104.358316764186,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 13:58:40,datetime_original,1,1,1,TRUE,quick_succession,221,1205843
265,A1205845,2025-09-27T14:00:27Z,98.65000009536743,0,JPG+RAW,TRUE,TRUE,79013343,2025:09:27 14:00:23,497,0.00125,7.1,250,-2,1,1,54,3,74.9389147234224,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:00:23,datetime_original,1,1,1,TRUE,quick_succession,222,1205845
266,A1205846,2025-09-27T14:00:28Z,0.1099998950958252,0,JPG+RAW,TRUE,TRUE,71361100,2025:09:27 14:00:25,308,0.00125,7.1,125,-3,1,1,54,3,85.3320898017575,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:00:25,datetime_original,2,1,2,TRUE,quick_succession,223,1205846
267,A1205847,2025-09-27T14:00:31Z,3.1500000953674316,0,JPG+RAW,TRUE,TRUE,71739353,2025:09:27 14:00:25,623,0.00125,7.1,125,-3,1,1,54,3,63.024456347506,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:00:25,datetime_original,2,2,2,TRUE,quick_succession,223,1205847
268,A1205849,2025-09-27T14:02:04Z,93.35999989509583,0,JPG+RAW,TRUE,TRUE,76505918,2025:09:27 14:02:03,159,0.00125,7.1,400,-0.7,1,1,150,3,95.5246799672436,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:02:03,datetime_original,1,1,1,TRUE,quick_succession,224,1205849
269,A1205848,2025-09-27T14:02:08Z,4.210000038146973,0,JPG+RAW,TRUE,TRUE,76582116,2025:09:27 14:02:01,780,0.00125,7.1,400,-0.7,1,1,150,3,99.7472777971975,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:02:01,datetime_original,1,1,1,TRUE,quick_succession,225,1205848
270,A1205850,2025-09-27T14:02:08Z,0.15000009536743164,0,JPG+RAW,TRUE,TRUE,76562364,2025:09:27 14:02:05,395,0.00125,7.1,400,-0.7,1,1,150,3,91.481106432209,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:02:05,datetime_original,1,1,1,TRUE,quick_succession,226,1205850
271,A1205851,2025-09-27T14:02:10Z,1.3399999141693115,0,JPG+RAW,TRUE,TRUE,76440072,2025:09:27 14:02:08,229,0.00125,7.1,400,-0.7,1,1,150,3,95.5246799672436,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:02:08,datetime_original,1,1,1,TRUE,quick_succession,227,1205851
272,A1205853,2025-09-27T14:02:54Z,44.110000133514404,0,JPG+RAW,TRUE,TRUE,62511093,2025:09:27 14:02:52,240,0.00125,7.1,100,-0.7,1,1,150,3,147.237863915301,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:02:52,datetime_original,1,1,1,TRUE,quick_succession,228,1205853
273,A1205852,2025-09-27T14:02:59Z,5.429999828338623,0,JPG+RAW,TRUE,TRUE,62493863,2025:09:27 14:02:51,883,0.00125,7.1,100,-0.7,1,1,150,3,153.75,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:02:51,datetime_original,1,1,1,TRUE,quick_succession,229,1205852
274,A1205854,2025-09-27T14:23:19Z,1219.9400000572205,0,JPG+RAW,TRUE,TRUE,73816463,2025:09:27 14:23:17,277,0.00125,7.1,1600,-0.7,1,1,150,3,5.38443711679324,1,FE 50-150mm F2 GM,ILCE-1M2,93,2025:09:27 14:23:17,datetime_original,1,1,1,TRUE,quick_succession,230,1205854
275,A1205855,2025-09-27T14:23:25Z,5.3399999141693115,0,JPG+RAW,TRUE,TRUE,77764262,2025:09:27 14:23:21,411,0.00125,7.1,2000,-0.7,1,1,150,3,5.38443711679324,1,FE 50-150mm F2 GM,ILCE-1M2,93,2025:09:27 14:23:21,datetime_original,2,1,2,TRUE,quick_succession,231,1205855
276,A1205856,2025-09-27T14:23:29Z,3.9700000286102295,0,JPG+RAW,TRUE,TRUE,77884860,2025:09:27 14:23:21,808,0.00125,7.1,2000,-0.7,1,1,150,3,5.38443711679324,1,FE 50-150mm F2 GM,ILCE-1M2,93,2025:09:27 14:23:21,datetime_original,2,2,2,TRUE,quick_succession,231,1205856
277,A1205857,2025-09-27T14:25:23Z,114.56000018119812,0,JPG+RAW,TRUE,TRUE,68094064,2025:09:27 14:25:20,364,0.00125,7.1,640,-0.7,1,1,132,3,8.58,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:20,datetime_original,1,1,1,TRUE,quick_succession,232,1205857
278,A1205858,2025-09-27T14:25:37Z,13.77999997138977,0,JPG+RAW,TRUE,TRUE,78706023,2025:09:27 14:25:28,942,0.00125,7.1,3200,-0.7,1,1,132,3,2.15445812883539,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:28,datetime_original,1,1,1,TRUE,quick_succession,233,1205858
279,A1205861,2025-09-27T14:25:43Z,6.1499998569488525,0,JPG+RAW,TRUE,TRUE,79785960,2025:09:27 14:25:41,257,0.00125,7.1,3200,-0.7,1,1,50,3,3.25,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:41,datetime_original,1,1,1,TRUE,quick_succession,234,1205861
280,A1205859,2025-09-27T14:25:44Z,0.7599999904632568,0,JPG+RAW,TRUE,TRUE,79653675,2025:09:27 14:25:39,533,0.00125,7.1,4000,-0.7,1,1,50,3,2.74086852881189,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:39,datetime_original,1,1,1,TRUE,quick_succession,235,1205859
281,A1205862,2025-09-27T14:25:44Z,0.2200000286102295,0,JPG+RAW,TRUE,TRUE,84896363,2025:09:27 14:25:42,255,0.00125,7.1,6400,-0.7,1,1,50,3,3.25,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:42,datetime_original,1,1,1,TRUE,quick_succession,236,1205862
282,A1205860,2025-09-27T14:25:47Z,2.5199999809265137,0,JPG+RAW,TRUE,TRUE,79620622,2025:09:27 14:25:40,707,0.00125,7.1,3200,-0.7,1,1,50,3,3.11433049823544,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:40,datetime_original,1,1,1,TRUE,quick_succession,237,1205860
283,A1205864,2025-09-27T14:25:48Z,1.1500000953674316,0,JPG+RAW,TRUE,TRUE,84256870,2025:09:27 14:25:48,22,0.00125,7.1,8000,-0.7,1,1,50,3,2.31274169979695,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:48,datetime_original,2,1,2,TRUE,quick_succession,238,1205864
284,A1205863,2025-09-27T14:25:48Z,0.24000000953674316,0,JPG+RAW,TRUE,TRUE,84036332,2025:09:27 14:25:43,546,0.00125,7.1,6400,-0.7,1,1,50,3,2.98441293825495,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:43,datetime_original,1,1,1,TRUE,quick_succession,239,1205863
285,A1205866,2025-09-27T14:25:54Z,5.549999952316284,0,JPG+RAW,TRUE,TRUE,87190694,2025:09:27 14:25:49,501,0.00125,7.1,8000,-0.7,1,1,50,3,2.4129218335032,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:49,datetime_original,1,1,1,TRUE,quick_succession,240,1205866
286,A1205865,2025-09-27T14:25:55Z,1.3700001239776611,0,JPG+RAW,TRUE,TRUE,88251802,2025:09:27 14:25:48,738,0.00125,7.1,10000,-0.7,1,1,50,3,2.4129218335032,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:48,datetime_original,2,2,2,TRUE,quick_succession,238,1205865
287,A1205867,2025-09-27T14:25:59Z,4.069999933242798,0,JPG+RAW,TRUE,TRUE,77992441,2025:09:27 14:25:54,545,0.00125,7.1,2500,-0.7,1,1,50,3,1.72083805188386,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:25:54,datetime_original,1,1,1,TRUE,quick_succession,241,1205867
288,A1205868,2025-09-27T14:26:12Z,13.109999895095825,0,JPG+RAW,TRUE,TRUE,81326303,2025:09:27 14:26:08,456,0.00125,7.1,4000,-0.7,1,1,50,3,2.74086852881189,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:08,datetime_original,2,1,2,TRUE,quick_succession,242,1205868
289,A1205873,2025-09-27T14:26:13Z,0.5199999809265137,0,JPG+RAW,TRUE,TRUE,79945565,2025:09:27 14:26:13,8,0.00125,7.1,4000,-0.7,1,1,50,3,2.74086852881189,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:13,datetime_original,1,1,1,TRUE,quick_succession,243,1205873
290,A1205871,2025-09-27T14:26:13Z,0.6500000953674316,0,JPG+RAW,TRUE,TRUE,83627781,2025:09:27 14:26:11,273,0.00125,7.1,6400,-0.7,1,1,50,3,3.11433049823544,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:11,datetime_original,1,1,1,TRUE,quick_succession,244,1205871
291,A1205872,2025-09-27T14:26:14Z,0.31999993324279785,0,JPG+RAW,TRUE,TRUE,81562158,2025:09:27 14:26:12,205,0.00125,7.1,5000,-0.7,1,1,50,3,3.53962474452882,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:12,datetime_original,1,1,1,TRUE,quick_succession,245,1205872
292,A1205869,2025-09-27T14:26:16Z,2.6000001430511475,0,JPG+RAW,TRUE,TRUE,81422677,2025:09:27 14:26:08,865,0.00125,7.1,4000,-0.7,1,1,50,3,2.86000345659728,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:08,datetime_original,2,2,2,TRUE,quick_succession,242,1205869
293,A1205870,2025-09-27T14:26:18Z,2.2899999618530273,0,JPG+RAW,TRUE,TRUE,83835274,2025:09:27 14:26:09,994,0.00125,7.1,5000,-0.7,1,1,50,3,3.53962474452882,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:09,datetime_original,1,1,1,TRUE,quick_succession,246,1205870
